Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2002-03,2003-04-26T00:00:00Z,Everton,Aston Villa,2,1,H,0,0,D
2002-03,2003-04-26T00:00:00Z,Leeds,Blackburn,2,3,A,1,1,D
2002-03,2003-04-26T00:00:00Z,Sunderland,Newcastle,0,1,A,0,1,A
2002-03,2003-04-26T00:00:00Z,West Brom,Liverpool,0,6,A,0,1,A
2002-03,2003-04-27T00:00:00Z,Man City,West Ham,0,1,A,0,0,D
2002-03,2003-04-27T00:00:00Z,Tottenham,Man United,0,2,A,0,0,D
2002-03,2003-05-03T00:00:00Z,Aston Villa,Sunderland,1,0,H,0,0,D
2002-03,2003-05-03T00:00:00Z,Blackburn,West Brom,1,1,D,1,0,H
2002-03,2003-05-03T00:00:00Z,Fulham,Everton,2,0,H,2,0,H
2002-03,2003-05-03T00:00:00Z,Liverpool,Man City,1,2,A,0,0,D
2002-03,2003-05-03T00:00:00Z,Man United,Charlton,4,1,H,3,1,H
2002-03,2003-05-03T00:00:00Z,Middlesbrough,Tottenham,5,1,H,3,0,H
2002-03,2003-05-03T00:00:00Z,Newcastle,Birmingham,1,0,H,1,0,H
2002-03,2003-05-03T00:00:00Z,Southampton,Bolton,0,0,D,0,0,D
2002-03,2003-05-03T00:00:00Z,West Ham,Chelsea,1,0,H,0,0,D
2002-03,2003-05-04T00:00:00Z,Arsenal,Leeds,2,3,A,1,1,D
2002-03,2003-05-07T00:00:00Z,Arsenal,Southampton,6,1,H,5,1,H
2002-03,2003-05-11T00:00:00Z,Birmingham,West Ham,2,2,D,0,0,D
2002-03,2003-05-11T00:00:00Z,Bolton,Middlesbrough,2,1,H,2,0,H
2002-03,2003-05-11T00:00:00Z,Charlton,Fulham,0,1,A,0,1,A
2002-03,2003-05-11T00:00:00Z,Chelsea,Liverpool,2,1,H,2,1,H
2002-03,2003-05-11T00:00:00Z,Everton,Man United,1,2,A,1,1,D
2002-03,2003-05-11T00:00:00Z,Leeds,Aston Villa,3,1,H,1,1,D
2002-03,2003-05-11T00:00:00Z,Man City,Southampton,0,1,A,0,1,A
2002-03,2003-05-11T00:00:00Z,Sunderland,Arsenal,0,4,A,0,2,A
2002-03,2003-05-11T00:00:00Z,Tottenham,Blackburn,0,4,A,0,2,A
2002-03,2003-05-11T00:00:00Z,West Brom,Newcastle,2,2,D,0,1,A
2003-04,2003-08-16T00:00:00Z,Arsenal,Everton,2,1,H,1,0,H
2003-04,2003-08-16T00:00:00Z,Birmingham,Tottenham,1,0,H,1,0,H
2003-04,2003-08-16T00:00:00Z,Blackburn,Wolves,5,1,H,2,0,H
2003-04,2003-08-16T00:00:00Z,Fulham,Middlesbrough,3,2,H,1,1,D
2003-04,2003-08-16T00:00:00Z,Leicester,Southampton,2,2,D,2,0,H
2003-04,2003-08-16T00:00:00Z,Man United,Bolton,4,0,H,1,0,H
2003-04,2003-08-16T00:00:00Z,Portsmouth,Aston Villa,2,1,H,1,0,H
2003-04,2003-08-17T00:00:00Z,Charlton,Man City,0,3,A,0,2,A
2003-04,2003-08-17T00:00:00Z,Leeds,Newcastle,2,2,D,1,1,D
2003-04,2003-08-17T00:00:00Z,Liverpool,Chelsea,1,2,A,0,1,A
2003-04,2003-08-23T00:00:00Z,Bolton,Blackburn,2,2,D,2,0,H
2003-04,2003-08-23T00:00:00Z,Chelsea,Leicester,2,1,H,2,1,H
2003-04,2003-08-23T00:00:00Z,Everton,Fulham,3,1,H,3,0,H
2003-04,2003-08-23T00:00:00Z,Man City,Portsmouth,1,1,D,0,1,A
2003-04,2003-08-23T00:00:00Z,Newcastle,Man United,1,2,A,1,0,H
2003-04,2003-08-23T00:00:00Z,Southampton,Birmingham,0,0,D,0,0,D
2003-04,2003-08-23T00:00:00Z,Tottenham,Leeds,2,1,H,1,1,D
2003-04,2003-08-23T00:00:00Z,Wolves,Charlton,0,4,A,0,4,A
2003-04,2003-08-24T00:00:00Z,Aston Villa,Liverpool,0,0,D,0,0,D
2003-04,2003-08-24T00:00:00Z,Middlesbrough,Arsenal,0,4,A,0,3,A
2003-04,2003-08-25T00:00:00Z,Blackburn,Man City,2,3,A,1,1,D
2003-04,2003-08-26T00:00:00Z,Charlton,Everton,2,2,D,1,1,D
2003-04,2003-08-26T00:00:00Z,Leeds,Southampton,0,0,D,0,0,D
2003-04,2003-08-26T00:00:00Z,Leicester,Middlesbrough,0,0,D,0,0,D
2003-04,2003-08-26T00:00:00Z,Portsmouth,Bolton,4,0,H,0,0,D
2003-04,2003-08-27T00:00:00Z,Arsenal,Aston Villa,2,0,H,0,0,D
2003-04,2003-08-27T00:00:00Z,Liverpool,Tottenham,0,0,D,0,0,D
2003-04,2003-08-27T00:00:00Z,Man United,Wolves,1,0,H,0,0,D
2003-04,2003-08-30T00:00:00Z,Aston Villa,Leicester,3,1,H,3,0,H
2003-04,2003-08-30T00:00:00Z,Bolton,Charlton,0,0,D,0,0,D
2003-04,2003-08-30T00:00:00Z,Chelsea,Blackburn,2,2,D,1,1,D
2003-04,2003-08-30T00:00:00Z,Everton,Liverpool,0,3,A,0,1,A
2003-04,2003-08-30T00:00:00Z,Middlesbrough,Leeds,2,3,A,0,1,A
2003-04,2003-08-30T00:00:00Z,Newcastle,Birmingham,0,1,A,0,0,D
2003-04,2003-08-30T00:00:00Z,Tottenham,Fulham,0,3,A,0,1,A
2003-04,2003-08-30T00:00:00Z,Wolves,Portsmouth,0,0,D,0,0,D
2003-04,2003-08-31T00:00:00Z,Man City,Arsenal,1,2,A,1,0,H
2003-04,2003-08-31T00:00:00Z,Southampton,Man United,1,0,H,0,0,D
2003-04,2003-09-13T00:00:00Z,Arsenal,Portsmouth,1,1,D,1,1,D
2003-04,2003-09-13T00:00:00Z,Blackburn,Liverpool,1,3,A,1,1,D
2003-04,2003-09-13T00:00:00Z,Bolton,Middlesbrough,2,0,H,1,0,H
2003-04,2003-09-13T00:00:00Z,Charlton,Man United,0,2,A,0,0,D
2003-04,2003-09-13T00:00:00Z,Chelsea,Tottenham,4,2,H,2,1,H
2003-04,2003-09-13T00:00:00Z,Everton,Newcastle,2,2,D,0,0,D
2003-04,2003-09-13T00:00:00Z,Southampton,Wolves,2,0,H,1,0,H
2003-04,2003-09-14T00:00:00Z,Birmingham,Fulham,2,2,D,1,1,D
2003-04,2003-09-14T00:00:00Z,Man City,Aston Villa,4,1,H,0,1,A
2003-04,2003-09-15T00:00:00Z,Leicester,Leeds,4,0,H,2,0,H
2003-04,2003-09-20T00:00:00Z,Aston Villa,Charlton,2,1,H,1,0,H
2003-04,2003-09-20T00:00:00Z,Fulham,Man City,2,2,D,0,0,D
2003-04,2003-09-20T00:00:00Z,Leeds,Birmingham,0,2,A,0,0,D
2003-04,2003-09-20T00:00:00Z,Liverpool,Leicester,2,1,H,1,0,H
2003-04,2003-09-20T00:00:00Z,Newcastle,Bolton,0,0,D,0,0,D
2003-04,2003-09-20T00:00:00Z,Portsmouth,Blackburn,1,2,A,0,2,A
2003-04,2003-09-20T00:00:00Z,Tottenham,Southampton,1,3,A,0,2,A
2003-04,2003-09-20T00:00:00Z,Wolves,Chelsea,0,5,A,0,2,A
2003-04,2003-09-21T00:00:00Z,Man United,Arsenal,0,0,D,0,0,D
2003-04,2003-09-21T00:00:00Z,Middlesbrough,Everton,1,0,H,1,0,H
2003-04,2003-09-26T00:00:00Z,Arsenal,Newcastle,3,2,H,1,1,D
2003-04,2003-09-27T00:00:00Z,Birmingham,Portsmouth,2,0,H,1,0,H
2003-04,2003-09-27T00:00:00Z,Bolton,Wolves,1,1,D,0,1,A
2003-04,2003-09-27T00:00:00Z,Chelsea,Aston Villa,1,0,H,1,0,H
2003-04,2003-09-27T00:00:00Z,Leicester,Man United,1,4,A,0,3,A
2003-04,2003-09-27T00:00:00Z,Southampton,Middlesbrough,0,1,A,0,1,A
2003-04,2003-09-28T00:00:00Z,Blackburn,Fulham,0,2,A,0,1,A
2003-04,2003-09-28T00:00:00Z,Charlton,Liverpool,3,2,H,2,1,H
2003-04,2003-09-28T00:00:00Z,Everton,Leeds,4,0,H,3,0,H
2003-04,2003-09-28T00:00:00Z,Man City,Tottenham,0,0,D,0,0,D
2003-04,2003-10-04T00:00:00Z,Fulham,Leicester,2,0,H,1,0,H
2003-04,2003-10-04T00:00:00Z,Leeds,Blackburn,2,1,H,2,0,H
2003-04,2003-10-04T00:00:00Z,Liverpool,Arsenal,1,2,A,1,1,D
2003-04,2003-10-04T00:00:00Z,Man United,Birmingham,3,0,H,1,0,H
2003-04,2003-10-04T00:00:00Z,Newcastle,Southampton,1,0,H,1,0,H
2003-04,2003-10-04T00:00:00Z,Portsmouth,Charlton,1,2,A,1,0,H
2003-04,2003-10-04T00:00:00Z,Tottenham,Everton,3,0,H,1,0,H
2003-04,2003-10-04T00:00:00Z,Wolves,Man City,1,0,H,0,0,D
2003-04,2003-10-05T00:00:00Z,Aston Villa,Bolton,1,1,D,0,0,D
2003-04,2003-10-05T00:00:00Z,Middlesbrough,Chelsea,1,2,A,0,1,A
2003-04,2003-10-14T00:00:00Z,Birmingham,Chelsea,0,0,D,0,0,D
2003-04,2003-10-18T00:00:00Z,Arsenal,Chelsea,2,1,H,1,1,D
2003-04,2003-10-18T00:00:00Z,Fulham,Wolves,0,0,D,0,0,D
2003-04,2003-10-18T00:00:00Z,Leeds,Man United,0,1,A,0,0,D
2003-04,2003-10-18T00:00:00Z,Man City,Bolton,6,2,H,1,1,D
2003-04,2003-10-18T00:00:00Z,Middlesbrough,Newcastle,0,1,A,0,1,A
2003-04,2003-10-18T00:00:00Z,Portsmouth,Liverpool,1,0,H,1,0,H
2003-04,2003-10-19T00:00:00Z,Birmingham,Aston Villa,0,0,D,0,0,D
2003-04,2003-10-19T00:00:00Z,Everton,Southampton,0,0,D,0,0,D
2003-04,2003-10-19T00:00:00Z,Leicester,Tottenham,1,2,A,1,0,H
2003-04,2003-10-20T00:00:00Z,Blackburn,Charlton,0,1,A,0,1,A
2003-04,2003-10-21T00:00:00Z,Fulham,Newcastle,2,3,A,2,1,H
2003-04,2003-10-25T00:00:00Z,Aston Villa,Everton,0,0,D,0,0,D
2003-04,2003-10-25T00:00:00Z,Bolton,Birmingham,0,1,A,0,1,A
2003-04,2003-10-25T00:00:00Z,Chelsea,Man City,1,0,H,1,0,H
2003-04,2003-10-25T00:00:00Z,Liverpool,Leeds,3,1,H,1,1,D
2003-04,2003-10-25T00:00:00Z,Man United,Fulham,1,3,A,1,1,D
2003-04,2003-10-25T00:00:00Z,Newcastle,Portsmouth,3,0,H,2,0,H
2003-04,2003-10-25T00:00:00Z,Southampton,Blackburn,2,0,H,0,0,D
2003-04,2003-10-25T00:00:00Z,Wolves,Leicester,4,3,H,0,3,A
2003-04,2003-10-26T00:00:00Z,Charlton,Arsenal,1,1,D,1,1,D
2003-04,2003-10-26T00:00:00Z,Tottenham,Middlesbrough,0,0,D,0,0,D
2003-04,2003-11-01T00:00:00Z,Everton,Chelsea,0,1,A,0,0,D
2003-04,2003-11-01T00:00:00Z,Leeds,Arsenal,1,4,A,0,3,A
2003-04,2003-11-01T00:00:00Z,Man United,Portsmouth,3,0,H,1,0,H
2003-04,2003-11-01T00:00:00Z,Middlesbrough,Wolves,2,0,H,0,0,D
2003-04,2003-11-01T00:00:00Z,Newcastle,Aston Villa,1,1,D,1,1,D
2003-04,2003-11-01T00:00:00Z,Southampton,Man City,0,2,A,0,1,A
2003-04,2003-11-01T00:00:00Z,Tottenham,Bolton,0,1,A,0,0,D
2003-04,2003-11-02T00:00:00Z,Fulham,Liverpool,1,2,A,1,1,D
2003-04,2003-11-02T00:00:00Z,Leicester,Blackburn,2,0,H,0,0,D
2003-04,2003-11-03T00:00:00Z,Birmingham,Charlton,1,2,A,0,1,A
2003-04,2003-11-08T00:00:00Z,Arsenal,Tottenham,2,1,H,0,1,A
2003-04,2003-11-08T00:00:00Z,Aston Villa,Middlesbrough,0,2,A,0,1,A
2003-04,2003-11-08T00:00:00Z,Bolton,Southampton,0,0,D,0,0,D
2003-04,2003-11-08T00:00:00Z,Charlton,Fulham,3,1,H,1,0,H
2003-04,2003-11-08T00:00:00Z,Portsmouth,Leeds,6,1,H,2,1,H
2003-04,2003-11-08T00:00:00Z,Wolves,Birmingham,1,1,D,0,0,D
2003-04,2003-11-09T00:00:00Z,Chelsea,Newcastle,5,0,H,3,0,H
2003-04,2003-11-09T00:00:00Z,Liverpool,Man United,1,2,A,0,0,D
2003-04,2003-11-09T00:00:00Z,Man City,Leicester,0,3,A,0,1,A
2003-04,2003-11-10T00:00:00Z,Blackburn,Everton,2,1,H,2,0,H
2003-04,2003-11-22T00:00:00Z,Birmingham,Arsenal,0,3,A,0,1,A
2003-04,2003-11-22T00:00:00Z,Everton,Wolves,2,0,H,2,0,H
2003-04,2003-11-22T00:00:00Z,Leeds,Bolton,0,2,A,0,2,A
2003-04,2003-11-22T00:00:00Z,Leicester,Charlton,1,1,D,1,0,H
2003-04,2003-11-22T00:00:00Z,Man United,Blackburn,2,1,H,2,0,H
2003-04,2003-11-22T00:00:00Z,Middlesbrough,Liverpool,0,0,D,0,0,D
2003-04,2003-11-22T00:00:00Z,Newcastle,Man City,3,0,H,0,0,D
2003-04,2003-11-22T00:00:00Z,Southampton,Chelsea,0,1,A,0,0,D
2003-04,2003-11-23T00:00:00Z,Tottenham,Aston Villa,2,1,H,0,0,D
2003-04,2003-11-24T00:00:00Z,Fulham,Portsmouth,2,0,H,2,0,H
2003-04,2003-11-29T00:00:00Z,Aston Villa,Southampton,1,0,H,1,0,H
2003-04,2003-11-29T00:00:00Z,Blackburn,Tottenham,1,0,H,0,0,D
2003-04,2003-11-29T00:00:00Z,Bolton,Everton,2,0,H,1,0,H
2003-04,2003-11-29T00:00:00Z,Charlton,Leeds,0,1,A,0,1,A
2003-04,2003-11-29T00:00:00Z,Portsmouth,Leicester,0,2,A,0,1,A
2003-04,2003-11-29T00:00:00Z,Wolves,Newcastle,1,1,D,1,1,D
2003-04,2003-11-30T00:00:00Z,Arsenal,Fulham,0,0,D,0,0,D
2003-04,2003-11-30T00:00:00Z,Chelsea,Man United,1,0,H,1,0,H
2003-04,2003-11-30T00:00:00Z,Liverpool,Birmingham,3,1,H,1,1,D
2003-04,2003-11-30T00:00:00Z,Man City,Middlesbrough,0,1,A,0,1,A
2003-04,2003-12-06T00:00:00Z,Birmingham,Blackburn,0,4,A,0,0,D
2003-04,2003-12-06T00:00:00Z,Fulham,Bolton,2,1,H,0,0,D
2003-04,2003-12-06T00:00:00Z,Leeds,Chelsea,1,1,D,1,0,H
2003-04,2003-12-06T00:00:00Z,Leicester,Arsenal,1,1,D,0,0,D
2003-04,2003-12-06T00:00:00Z,Man United,Aston Villa,4,0,H,2,0,H
2003-04,2003-12-06T00:00:00Z,Middlesbrough,Portsmouth,0,0,D,0,0,D
2003-04,2003-12-06T00:00:00Z,Newcastle,Liverpool,1,1,D,0,1,A
2003-04,2003-12-06T00:00:00Z,Tottenham,Wolves,5,2,H,1,1,D
2003-04,2003-12-07T00:00:00Z,Everton,Man City,0,0,D,0,0,D
2003-04,2003-12-07T00:00:00Z,Southampton,Charlton,3,2,H,2,0,H
2003-04,2003-12-13T00:00:00Z,Chelsea,Bolton,1,2,A,1,1,D
2003-04,2003-12-13T00:00:00Z,Leicester,Birmingham,0,2,A,0,1,A
2003-04,2003-12-13T00:00:00Z,Liverpool,Southampton,1,2,A,0,1,A
2003-04,2003-12-13T00:00:00Z,Man United,Man City,3,1,H,2,0,H
2003-04,2003-12-13T00:00:00Z,Middlesbrough,Charlton,0,0,D,0,0,D
2003-04,2003-12-13T00:00:00Z,Newcastle,Tottenham,4,0,H,1,0,H
2003-04,2003-12-13T00:00:00Z,Portsmouth,Everton,1,2,A,1,2,A
2003-04,2003-12-14T00:00:00Z,Arsenal,Blackburn,1,0,H,1,0,H
2003-04,2003-12-14T00:00:00Z,Aston Villa,Wolves,3,2,H,2,1,H
2003-04,2003-12-14T00:00:00Z,Leeds,Fulham,3,2,H,1,0,H
2003-04,2003-12-20T00:00:00Z,Blackburn,Aston Villa,0,2,A,0,0,D
2003-04,2003-12-20T00:00:00Z,Bolton,Arsenal,1,1,D,0,0,D
2003-04,2003-12-20T00:00:00Z,Charlton,Newcastle,0,0,D,0,0,D
2003-04,2003-12-20T00:00:00Z,Everton,Leicester,3,2,H,1,1,D
2003-04,2003-12-20T00:00:00Z,Fulham,Chelsea,0,1,A,0,0,D
2003-04,2003-12-21T00:00:00Z,Southampton,Portsmouth,3,0,H,1,0,H
2003-04,2003-12-21T00:00:00Z,Tottenham,Man United,1,2,A,0,2,A
2003-04,2003-12-22T00:00:00Z,Man City,Leeds,1,1,D,0,1,A
2003-04,2003-12-26T00:00:00Z,Arsenal,Wolves,3,0,H,2,0,H
2003-04,2003-12-26T00:00:00Z,Birmingham,Man City,2,1,H,0,1,A
2003-04,2003-12-26T00:00:00Z,Blackburn,Middlesbrough,2,2,D,1,1,D
2003-04,2003-12-26T00:00:00Z,Charlton,Chelsea,4,2,H,2,1,H
2003-04,2003-12-26T00:00:00Z,Fulham,Southampton,2,0,H,1,0,H
2003-04,2003-12-26T00:00:00Z,Leeds,Aston Villa,0,0,D,0,0,D
2003-04,2003-12-26T00:00:00Z,Leicester,Newcastle,1,1,D,0,0,D
2003-04,2003-12-26T00:00:00Z,Liverpool,Bolton,3,1,H,1,0,H
2003-04,2003-12-26T00:00:00Z,Man United,Everton,3,2,H,2,1,H
2003-04,2003-12-26T00:00:00Z,Portsmouth,Tottenham,2,0,H,0,0,D
2003-04,2003-12-28T00:00:00Z,Aston Villa,Fulham,3,0,H,1,0,H
2003-04,2003-12-28T00:00:00Z,Bolton,Leicester,2,2,D,1,1,D
2003-04,2003-12-28T00:00:00Z,Chelsea,Portsmouth,3,0,H,0,0,D
2003-04,2003-12-28T00:00:00Z,Everton,Birmingham,1,0,H,0,0,D
2003-04,2003-12-28T00:00:00Z,Man City,Liverpool,2,2,D,1,0,H
2003-04,2003-12-28T00:00:00Z,Middlesbrough,Man United,0,1,A,0,1,A
2003-04,2003-12-28T00:00:00Z,Newcastle,Blackburn,0,1,A,0,0,D
2003-04,2003-12-28T00:00:00Z,Tottenham,Charlton,0,1,A,0,0,D
2003-04,2003-12-28T00:00:00Z,Wolves,Leeds,3,1,H,1,1,D
2003-04,2003-12-29T00:00:00Z,Southampton,Arsenal,0,1,A,0,1,A
2003-04,2004-01-06T00:00:00Z,Aston Villa,Portsmouth,2,1,H,1,0,H
2003-04,2004-01-07T00:00:00Z,Bolton,Man United,1,2,A,0,2,A
2003-04,2004-01-07T00:00:00Z,Chelsea,Liverpool,0,1,A,0,1,A
2003-04,2004-01-07T00:00:00Z,Everton,Arsenal,1,1,D,0,1,A
2003-04,2004-01-07T00:00:00Z,Man City,Charlton,1,1,D,1,0,H
2003-04,2004-01-07T00:00:00Z,Middlesbrough,Fulham,2,1,H,1,0,H
2003-04,2004-01-07T00:00:00Z,Newcastle,Leeds,1,0,H,1,0,H
2003-04,2004-01-07T00:00:00Z,Southampton,Leicester,0,0,D,0,0,D
2003-04,2004-01-07T00:00:00Z,Tottenham,Birmingham,4,1,H,3,0,H
2003-04,2004-01-07T00:00:00Z,Wolves,Blackburn,2,2,D,0,1,A
2003-04,2004-01-10T00:00:00Z,Arsenal,Middlesbrough,4,1,H,2,0,H
2003-04,2004-01-10T00:00:00Z,Birmingham,Southampton,2,1,H,1,1,D
2003-04,2004-01-10T00:00:00Z,Blackburn,Bolton,3,4,A,3,2,H
2003-04,2004-01-10T00:00:00Z,Charlton,Wolves,2,0,H,1,0,H
2003-04,2004-01-10T00:00:00Z,Fulham,Everton,2,1,H,1,0,H
2003-04,2004-01-10T00:00:00Z,Leeds,Tottenham,0,1,A,0,0,D
2003-04,2004-01-10T00:00:00Z,Liverpool,Aston Villa,1,0,H,1,0,H
2003-04,2004-01-10T00:00:00Z,Portsmouth,Man City,4,2,H,1,2,A
2003-04,2004-01-11T00:00:00Z,Leicester,Chelsea,0,4,A,0,2,A
2003-04,2004-01-11T00:00:00Z,Man United,Newcastle,0,0,D,0,0,D
2003-04,2004-01-17T00:00:00Z,Bolton,Portsmouth,1,0,H,0,0,D
2003-04,2004-01-17T00:00:00Z,Everton,Charlton,0,1,A,0,1,A
2003-04,2004-01-17T00:00:00Z,Man City,Blackburn,1,1,D,0,0,D
2003-04,2004-01-17T00:00:00Z,Middlesbrough,Leicester,3,3,D,1,0,H
2003-04,2004-01-17T00:00:00Z,Southampton,Leeds,2,1,H,2,0,H
2003-04,2004-01-17T00:00:00Z,Tottenham,Liverpool,2,1,H,1,0,H
2003-04,2004-01-17T00:00:00Z,Wolves,Man United,1,0,H,0,0,D
2003-04,2004-01-18T00:00:00Z,Aston Villa,Arsenal,0,2,A,0,1,A
2003-04,2004-01-18T00:00:00Z,Chelsea,Birmingham,0,0,D,0,0,D
2003-04,2004-01-19T00:00:00Z,Newcastle,Fulham,3,1,H,2,0,H
2003-04,2004-01-21T00:00:00Z,Wolves,Liverpool,1,1,D,0,1,A
2003-04,2004-01-31T00:00:00Z,Birmingham,Newcastle,1,1,D,0,1,A
2003-04,2004-01-31T00:00:00Z,Charlton,Bolton,1,2,A,1,1,D
2003-04,2004-01-31T00:00:00Z,Fulham,Tottenham,2,1,H,1,1,D
2003-04,2004-01-31T00:00:00Z,Leeds,Middlesbrough,0,3,A,0,0,D
2003-04,2004-01-31T00:00:00Z,Leicester,Aston Villa,0,5,A,0,0,D
2003-04,2004-01-31T00:00:00Z,Liverpool,Everton,0,0,D,0,0,D
2003-04,2004-01-31T00:00:00Z,Man United,Southampton,3,2,H,2,1,H
2003-04,2004-01-31T00:00:00Z,Portsmouth,Wolves,0,0,D,0,0,D
2003-04,2004-02-01T00:00:00Z,Arsenal,Man City,2,1,H,1,0,H
2003-04,2004-02-01T00:00:00Z,Blackburn,Chelsea,2,3,A,1,2,A
2003-04,2004-02-07T00:00:00Z,Aston Villa,Leeds,2,0,H,1,0,H
2003-04,2004-02-07T00:00:00Z,Bolton,Liverpool,2,2,D,1,0,H
2003-04,2004-02-07T00:00:00Z,Everton,Man United,3,4,A,0,3,A
2003-04,2004-02-07T00:00:00Z,Middlesbrough,Blackburn,0,1,A,0,1,A
2003-04,2004-02-07T00:00:00Z,Newcastle,Leicester,3,1,H,2,0,H
2003-04,2004-02-07T00:00:00Z,Southampton,Fulham,0,0,D,0,0,D
2003-04,2004-02-07T00:00:00Z,Tottenham,Portsmouth,4,3,H,2,1,H
2003-04,2004-02-07T00:00:00Z,Wolves,Arsenal,1,3,A,1,1,D
2003-04,2004-02-08T00:00:00Z,Chelsea,Charlton,1,0,H,1,0,H
2003-04,2004-02-08T00:00:00Z,Man City,Birmingham,0,0,D,0,0,D
2003-04,2004-02-10T00:00:00Z,Arsenal,Southampton,2,0,H,1,0,H
2003-04,2004-02-10T00:00:00Z,Leeds,Wolves,4,1,H,2,1,H
2003-04,2004-02-10T00:00:00Z,Leicester,Bolton,1,1,D,1,1,D
2003-04,2004-02-11T00:00:00Z,Birmingham,Everton,3,0,H,2,0,H
2003-04,2004-02-11T00:00:00Z,Blackburn,Newcastle,1,1,D,0,0,D
2003-04,2004-02-11T00:00:00Z,Charlton,Tottenham,2,4,A,0,2,A
2003-04,2004-02-11T00:00:00Z,Fulham,Aston Villa,1,2,A,1,2,A
2003-04,2004-02-11T00:00:00Z,Liverpool,Man City,2,1,H,1,0,H
2003-04,2004-02-11T00:00:00Z,Man United,Middlesbrough,2,3,A,1,2,A
2003-04,2004-02-11T00:00:00Z,Portsmouth,Chelsea,0,2,A,0,1,A
2003-04,2004-02-21T00:00:00Z,Bolton,Man City,1,3,A,1,2,A
2003-04,2004-02-21T00:00:00Z,Charlton,Blackburn,3,2,H,2,0,H
2003-04,2004-02-21T00:00:00Z,Chelsea,Arsenal,1,2,A,1,2,A
2003-04,2004-02-21T00:00:00Z,Man United,Leeds,1,1,D,0,0,D
2003-04,2004-02-21T00:00:00Z,Newcastle,Middlesbrough,2,1,H,0,1,A
2003-04,2004-02-21T00:00:00Z,Southampton,Everton,3,3,D,0,2,A
2003-04,2004-02-21T00:00:00Z,Wolves,Fulham,2,1,H,1,0,H
2003-04,2004-02-22T00:00:00Z,Aston Villa,Birmingham,2,2,D,1,0,H
2003-04,2004-02-22T00:00:00Z,Tottenham,Leicester,4,4,D,3,1,H
2003-04,2004-02-28T00:00:00Z,Arsenal,Charlton,2,1,H,2,0,H
2003-04,2004-02-28T00:00:00Z,Blackburn,Southampton,1,1,D,0,1,A
2003-04,2004-02-28T00:00:00Z,Everton,Aston Villa,2,0,H,0,0,D
2003-04,2004-02-28T00:00:00Z,Fulham,Man United,1,1,D,0,1,A
2003-04,2004-02-28T00:00:00Z,Leicester,Wolves,0,0,D,0,0,D
2003-04,2004-02-28T00:00:00Z,Man City,Chelsea,0,1,A,0,0,D
2003-04,2004-02-29T00:00:00Z,Leeds,Liverpool,2,2,D,2,2,D
2003-04,2004-02-29T00:00:00Z,Portsmouth,Newcastle,1,1,D,0,1,A
2003-04,2004-03-03T00:00:00Z,Birmingham,Middlesbrough,3,1,H,1,0,H
2003-04,2004-03-06T00:00:00Z,Birmingham,Bolton,2,0,H,1,0,H
2003-04,2004-03-09T00:00:00Z,Middlesbrough,Tottenham,1,0,H,0,0,D
2003-04,2004-03-13T00:00:00Z,Birmingham,Leicester,0,1,A,0,0,D
2003-04,2004-03-13T00:00:00Z,Blackburn,Arsenal,0,2,A,0,0,D
2003-04,2004-03-13T00:00:00Z,Bolton,Chelsea,0,2,A,0,0,D
2003-04,2004-03-13T00:00:00Z,Charlton,Middlesbrough,1,0,H,1,0,H
2003-04,2004-03-13T00:00:00Z,Everton,Portsmouth,1,0,H,0,0,D
2003-04,2004-03-13T00:00:00Z,Fulham,Leeds,2,0,H,0,0,D
2003-04,2004-03-14T00:00:00Z,Man City,Man United,4,1,H,2,1,H
2003-04,2004-03-14T00:00:00Z,Southampton,Liverpool,2,0,H,0,0,D
2003-04,2004-03-14T00:00:00Z,Tottenham,Newcastle,1,0,H,0,0,D
2003-04,2004-03-14T00:00:00Z,Wolves,Aston Villa,0,4,A,0,3,A
2003-04,2004-03-17T00:00:00Z,Liverpool,Portsmouth,3,0,H,2,0,H
2003-04,2004-03-20T00:00:00Z,Arsenal,Bolton,2,1,H,2,1,H
2003-04,2004-03-20T00:00:00Z,Aston Villa,Blackburn,0,2,A,0,2,A
2003-04,2004-03-20T00:00:00Z,Chelsea,Fulham,2,1,H,2,1,H
2003-04,2004-03-20T00:00:00Z,Leicester,Everton,1,1,D,0,0,D
2003-04,2004-03-20T00:00:00Z,Liverpool,Wolves,1,0,H,0,0,D
2003-04,2004-03-20T00:00:00Z,Man United,Tottenham,3,0,H,1,0,H
2003-04,2004-03-20T00:00:00Z,Middlesbrough,Birmingham,5,3,H,4,2,H
2003-04,2004-03-20T00:00:00Z,Newcastle,Charlton,3,1,H,2,0,H
2003-04,2004-03-21T00:00:00Z,Portsmouth,Southampton,1,0,H,0,0,D
2003-04,2004-03-22T00:00:00Z,Leeds,Man City,2,1,H,1,1,D
2003-04,2004-03-27T00:00:00Z,Birmingham,Leeds,4,1,H,1,1,D
2003-04,2004-03-27T00:00:00Z,Blackburn,Portsmouth,1,2,A,1,1,D
2003-04,2004-03-27T00:00:00Z,Charlton,Aston Villa,1,2,A,1,1,D
2003-04,2004-03-27T00:00:00Z,Chelsea,Wolves,5,2,H,1,1,D
2003-04,2004-03-27T00:00:00Z,Everton,Middlesbrough,1,1,D,0,0,D
2003-04,2004-03-27T00:00:00Z,Man City,Fulham,0,0,D,0,0,D
